date,model,valid,share,B_fitted
2024-10-31,stiff_main,True,0.0,167.5275649940644
2024-10-31,challenger_reward_unchanged,True,0.0,168.46290852191734
2024-11-07,basic,True,0.0,160.64936022499109
2024-11-07,inflow,True,0.0,164.2031472236317
2024-11-07,progression,True,0.0,164.0962824450234
2024-11-07,chuchu_C,True,0.0,164.11008752630698
2024-11-07,chuchu_C_without_world4,True,0.0,164.1140677247056
2024-11-07,population_lag_minus1,True,0.0,169.16240994327566
2024-11-07,population_lag_plus1,True,0.0,159.29207716579845
2024-11-07,flexible_main,True,0.0,164.908101415824
2024-11-07,stiff_main,True,0.0,162.77533613359856
2024-11-07,challenger_reward_unchanged,True,0.0,164.22966520745823
2024-11-14,basic,True,0.0,157.63442152896138
2024-11-14,inflow,True,0.0,161.29941631038176
2024-11-14,progression,True,0.0,161.18858141407935
2024-11-14,chuchu_C,True,0.0,161.20331070020507
2024-11-14,chuchu_C_without_world4,True,0.0,161.20762672223046
2024-11-14,population_lag_minus1,True,0.0,164.68788293815894
2024-11-14,population_lag_plus1,True,0.0,162.66278332383166
2024-11-14,flexible_main,True,0.0,162.247096513453
2024-11-14,stiff_main,True,0.0,159.3696640760339
2024-11-14,challenger_reward_unchanged,True,0.0,161.32850866244038
2024-11-21,basic,True,0.0,165.04006830820882
2024-11-21,inflow,True,0.0,164.22562446746903
2024-11-21,progression,True,0.0,164.24296768606416
2024-11-21,chuchu_C,True,0.0,164.2455052526002
2024-11-21,chuchu_C_without_world4,True,0.0,164.24720144055627
2024-11-21,population_lag_minus1,True,0.0,161.55170119876857
2024-11-21,population_lag_plus1,True,0.0,168.30999586923784
2024-11-21,flexible_main,True,0.0,165.3465722003949
2024-11-21,stiff_main,True,0.0,161.75866867500068
2024-11-21,challenger_reward_unchanged,True,0.0,164.24163038136487
2024-11-28,basic,True,0.0,177.6782391316277
2024-11-28,inflow,True,0.0,169.1102125885929
2024-11-28,progression,True,0.0,169.34225239400405
2024-11-28,chuchu_C,True,0.0,169.3239857153364
2024-11-28,chuchu_C_without_world4,True,0.0,169.3211194583634
2024-11-28,population_lag_minus1,True,0.0,163.84195346109627
2024-11-28,population_lag_plus1,True,0.0,168.5755593092638
2024-11-28,flexible_main,True,0.0,170.36422215124804
2024-11-28,stiff_main,True,0.0,166.07353530361507
2024-11-28,challenger_reward_unchanged,True,0.0,169.1028708381209
2024-12-05,basic,True,0.0,173.0276361523738
2024-12-05,inflow,True,0.0,169.7826503463151
2024-12-05,progression,True,0.0,169.8593513693283
2024-12-05,chuchu_C,True,0.0,169.86338590411964
2024-12-05,chuchu_C_without_world4,True,0.0,169.86672866561847
2024-12-05,population_lag_minus1,True,0.0,167.93088919636088
